STATION,NAME,DATE,TMAX,TMIN,WESD,WESF
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-03,56,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-04,55,44,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-05,56,44,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-06,58,45,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-07,67,44,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-08,69,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-09,59,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-10,65,47,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-11,69,46,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-12,56,41,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-13,60,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-14,67,47,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-15,60,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-16,60,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-17,56,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-18,64,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-19,56,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-20,60,47,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-21,64,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-22,79,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-23,57,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-24,55,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-25,57,46,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-26,58,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-27,61,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-28,59,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-29,58,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-30,58,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-03-31,63,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-01,64,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-02,70,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-03,63,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-04,60,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-05,64,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-06,79,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-07,86,58,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-08,72,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-09,63,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-10,62,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-11,53,46,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-12,53,45,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-13,57,46,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-14,57,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-15,56,45,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-16,57,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-17,56,45,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-18,65,46,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-19,62,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-20,66,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-21,62,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-22,59,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-23,64,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-24,61,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-25,65,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-26,60,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-27,59,47,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-28,57,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-29,64,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-04-30,60,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-01,62,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-02,61,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-03,69,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-04,64,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-05,59,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-06,65,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-07,61,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-08,57,49,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-09,57,47,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-10,55,47,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-11,59,46,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-12,58,48,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-13,66,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-14,69,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-15,61,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-16,59,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-17,63,49,,
