STATION,NAME,DATE,TMAX,TMIN,WESD,WESF
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-18,77,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-19,67,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-20,69,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-21,68,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-22,67,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-23,68,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-24,79,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-25,68,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-26,62,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-27,61,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-28,64,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-29,65,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-30,63,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-05-31,68,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-01,66,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-02,60,50,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-03,64,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-04,68,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-05,69,56,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-06,66,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-07,61,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-08,63,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-09,78,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-10,85,60,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-11,76,57,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-12,66,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-13,67,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-14,73,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-15,67,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-16,64,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-17,64,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-18,63,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-19,71,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-20,72,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-21,92,59,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-22,79,57,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-23,67,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-24,69,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-25,63,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-26,63,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-27,63,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-28,66,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-29,60,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-06-30,59,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-01,60,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-02,60,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-03,61,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-04,70,56,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-05,70,62,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-06,68,59,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-07,64,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-08,64,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-09,64,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-10,73,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-11,66,56,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-12,67,57,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-13,66,57,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-14,65,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-15,64,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-16,70,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-17,63,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-18,67,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-19,62,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-20,62,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-21,60,51,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-22,63,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-23,62,52,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-24,64,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-25,64,53,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-26,65,56,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-27,62,55,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-28,60,54,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-29,62,56,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-30,64,57,,
USW00023272,"SAN FRANCISCO DOWNTOWN, CA US",2022-07-31,66,58,,
